0.49,0.121,0.865,0
0.306,0.618,0.916,0.107
0.224,0.844,0.963,0.268
0.122,0.894,0.982,0.356
0.0816,0.965,0.991,0.435
0.0204,0.995,0.995,0.489
0,1,1,1
