;setosa    ;versicolor;virginica 
setosa    ;1.000000;0.000000;0.000000
versicolor;0.010381;0.837456;0.144295
virginica ;0.000000;0.434629;0.587248
;setosa    ;versicolor;virginica 
setosa    ;1.000000;0.000000;0.000000
versicolor;0.016835;0.786667;0.216117
virginica ;0.000000;0.266667;0.706960
