0.551,0.312,0.749,0
0.408,0.548,0.774,0.0462
0.347,0.744,0.849,0.237
0.306,0.814,0.884,0.34
0.184,0.894,0.925,0.474
0.163,0.955,0.955,0.638
0.143,0.97,0.965,0.709
0.122,0.99,0.984,0.852
0,1,1,1
